Namen nagrade za umetniške dosežke Jožetu Možini je izrazito političen ne umetniški. http://t.co/iRYQUfPbo,Negative
@strelovod Anonimnost z imenom in priimkom. Do zdaj nisem dvomila v prisotnost vsaj koščka razuma v tvojem možganu priznam,Neutral
Začenja se shod soočenja spremljamo ga v živo http://t.co/lOwsL00oms http://t.co/AGS1jkDkC,Neutral
RT @RTV_Slovenija: Slovenija se bo udeležila izbora za Pesem Evrovizije 2014 na Danskem! :-) http://t.co/jTqAqNy3q,Positive
@merineseri..recimo da proporcionalnost ni ravno beseda s katero bi opisal svojo glavo...ampak glavo ane.;-,Neutral
too much: najvišja ponudba 127 tisoč najnižja 55 tisoč plafon v razpisu 155 tisoč! ne jamrat o aneksih #javnonaročanj,Neutral
@markopotrc Vsaka korupcija se ustavi takoj ko so finance javne. :,Negative
RT @PeterSuhel: .@AndrejaValic: Srbska vlada je pred leti želela zapreti arhive UDBE do l.2074. Šele ko se je zganila Evropska komisija s,Neutral
RT @PeterSuhel: .@AndrejaValic: Srbska vlada je pred leti želela zapreti arhive UDBE do l.2074. Šele ko se je zganila Evropska komisija s,Neutral
RT @pengovsky: Slovenija mora na Evrovizijo načrtno poslat navečji pofl. In potem stvar oglaševat kot "nekaj gnilega je v deželi danski". #,Negative
RT @pengovsky: Slovenija mora na Evrovizijo načrtno poslat navečji pofl. In potem stvar oglaševat kot "nekaj gnilega je v deželi danski". #,Neutral
RT @FNSlo: Roman Leljak: "RTV Slovenija me je gnusno izkoristila. Vsako mojo nebulozo so objavili brez komentarja!,Negative
Minister Jakič v Turčiji kupil zasebno lovsko letalo. "Falcon zmrzuje ta pa ima roštilj na riti" je komentiral http://t.co/YrvksSUYE,Neutral
@maticslapsak Kje to? Jaz sem pozvonila in teti rekla naj me spusti ven ker sem samo šla do zaprtih vrat in nazaj pa je rekla naj plača,Neutral
RT @JozeBiscak: Posodobljeno: Pri Dejanu Kalohu (Politikis.si) hišna preiskava zaradi afere FišergateReporter.si http://t.co/pZ0nqCTdRj via,Neutral
NSA vsak dan zbere 200 milijonov SMS sporočil. 95% jih je od bivše,Neutral
NSA vsak dan zbere 200 milijonov SMS sporočil. 95% jih je od bivše,Neutral
RT @ZNPSLO: ZNP protestira proti pretirani uporabi represivnih sredstev zoper novinarje: http://t.co/GMFUBDpRl,Negative
RT @drfilomena: @maticslapsak Kje to? Jaz sem pozvonila in teti rekla naj me spusti ven ker sem samo šla do zaprtih vrat in nazaj pa je ,Neutral
RT @drfilomena: @maticslapsak Kje to? Jaz sem pozvonila in teti rekla naj me spusti ven ker sem samo šla do zaprtih vrat in nazaj pa je ,Neutral
RT @RTV_Slovenija: Slovenija se bo udeležila izbora za Pesem Evrovizije 2014 na Danskem! :-) http://t.co/jTqAqNy3q,Positive
RT @Safe_si: V okviru dne varne rabe interneta 2014 pripravljamo dogodek za učitelje in strokovne delavce: http://t.co/vvKZndXtV,Neutral
Tudi mi glasujemo za Goran Dragić #NBABallot  :,Positive
Tudi mi glasujemo za Goran Dragić #NBABallot  :,Positive
Uradno: odločitev o slovenski udeležbi na Evroviziji Eurovision Song Contest je padla. http://t.co/t5wH59F1w,Positive
Uradno: odločitev o slovenski udeležbi na Evroviziji Eurovision Song Contest je padla. http://t.co/t5wH59F1w,Neutral
@strelovod Poguglaj me in boš imel mojih slik kolikor hočeš če jo pogrešaš v profilki. Sem edina s takim imenom,Positive
I'm at Cantina Mexicana (Ljubljana) http://t.co/bn5HGZCcx,Positive
@KCuliberg @p_zoran @zzTurk @Jure24ur Predvsem niso novinarji svetovalci v poslanskih skupina ali pa bili sodelavci nekdanjega ministra..,Negative
@AlesAvbelj Jah tudi s papirja je treba prepisat ne? Ampak domnevam da tudi za traskribiranje obstaja aplikacija.  @IgorMatkovi,Neutral
@AlesAvbelj Jah tudi s papirja je treba prepisat ne? Ampak domnevam da tudi za traskribiranje obstaja aplikacija.  @IgorMatkovi,Neutral
@teh_tarik @TinaHacler Iva to je okvirna ocena našega terenskega novinarja ..,Neutral
Po pomanjkanju akcijskega temnega piva v Leclercu vidim da tudi vam ni lahko.:,Neutral
Po pomanjkanju akcijskega temnega piva v Leclercu vidim da tudi vam ni lahko.:,Negative
@Chuppacadabra Je a ne? ;) Kje pa ste zdej partibrejkerji,Negative
#BMW #X1 - najbolj prodajan model BMW v Sloveniji v letu 2013! http://t.co/msRByky71,Positive
Volk z Wall Streeta je edini film po dolgem času ki bi ga šel gledat h kinematografom zato ker mi ne bilo škoda 6e zaradi 3 ur filma,Positive
@tanja_tancha Delo v Delu...sliši se hudo..,Positive
SI Biznis plus: Varnostni sistem BiH - pregovorna pripravljenost na nepripravljenost... http://t.co/Dsx7Ql89c,Neutral
@Simobil Se. Dogaja se že kakšen teden dni. Vmes je bil telefon nekajkrat na off,Neutral
@Orleanska1 Zakon je itak v ustavni presoji,Neutral
Ameriški veleposlanik Mussolini je Slovencem razložil da smo med osamosvojitveno vojno premalo trpeli in smo zato takšni kot smo,Negative
Če je kdo na trzinski obvoznici videl bedaka v črnem BMW-ju z odprtim pokrovom za točenje goriva.... to sem bil jst. Sue me! ;,Negative
Umrl je Dušan Drofenik nekdanji šef Banke Celje http://t.co/yXl2wPVxU,Negative
@Simobil xperia Z1 bila do sedaj. Ampak to prihaja v prihodnje... http://t.co/hRBZLOTSO,Neutral
Danajski zagovorniki osamosvojitve http://t.co/KgKHPC6AQ,Positive
Aki bo v današnji oddaji Dobra ura od 16.45 dalje na TVS 1 govoril o risankah. Vabljeni! http://t.co/HK5JEpXh6,Positive
Kar čutimo da moramo narediti je sigurno prav..... in zato to moramo narediti če ne se vse bolj in bolj... http://t.co/O9OPI6FQa,Positive
RT @JJansaSDS: Danajski zagovorniki osamosvojitve http://t.co/KgKHPC6AQ,Neutral
@rokkuzel @maticslapsak A ni ljubko? Je pa res da sem zdajle tisto zadevo uredila na e-upravi kar je zelo kul,Positive
Na celjskem sodišču je bilo divje: pornorežiser je nokavtiral pravnika. http://t.co/oJsMHZGjH,Neutral
Na celjskem sodišču je bilo divje: pornorežiser je nokavtiral pravnika. http://t.co/oJsMHZGjH,Negative
RT @DamirCrncec: V nagovoru dekana @BrdoFDS ob svečani podelitvi diplom tudi o krizi slovenske nenormalnosti...http://t.co/BZ6YVwrvTX http:,Negative
Umrl je Dušan Drofenik http://t.co/BrihV66GCu @Finance_s,Negative
Umrl je Dušan Drofenik http://t.co/BrihV66GCu @Finance_s,Negative
+1"@kvadratek: @RevijaStop Nikakor. Vsaj z moje strani je bilo mišljeno da bi boljše uvrstitve vsaj deloma upravičile ta strošek.,Neutral
a super da gremo na Evrovizijo.. se bo ljudstvo spet mal zamotlo.,Neutral
Koliko prej lahko uredim podaljšanje registracije avtomobila? Hval,Neutral
Koliko prej lahko uredim podaljšanje registracije avtomobila? Hval,Neutral
@ZPerovic Kako naj zaupam eni spletni strani ki zgolj nekam v globoko v tekst splošnih pogojev skrije ime osebe s katero sklepam pogodbo,Negative
Za vse ki ste kupili next-gen konzolo...prihaja Tetris! http://t.co/kqWSajvnim #fuckyea,Positive
@Fitzroy1985 no tam je meja med novinarstvom propagando in PRjem milo rečeno mal zabrisan,Neutral
In da enkrat pohvalim Posto - usluzbenka (novinka) je rekla da naj ne placujem s kartico (provizija) naj prinesem denar drugic,Positive
Pujsi psi konji in krave na zatožni klopi http://t.co/lrkSfMIR9,Negative
RT @JozeBiscak: Posodobljeno: Pri Dejanu Kalohu (Politikis.si) hišna preiskava zaradi afere FišergateReporter.si http://t.co/pZ0nqCTdRj via,Neutral
eni povijajo eni povijam,Neutral
Pinelina dnevna soba bo v ponedeljek 10. marca gostila Thalio Zedek! Več o izjemni glasbenici na... http://t.co/789M5hp1s,Neutral
Na shodu zažgali kopirane bankovce za 500 evrov ki predstavljajo korupcijo http://t.co/lOwsL00oms http://t.co/1Xf85M27a,Negative
Odhod v solzah. @ Trg Osvobodilne fronte http://t.co/Wmk5obuLd,Negative
L'Oreal zanika da svoje laboratorije za izdelovanje krem imenuje 'krematoriji',Neutral
@ZPerovic Hm hecno šele zdaj vidim da je v naslovu pod kontakt. Mogoče je prevelik font. :,Neutral
@ZPerovic Hm hecno šele zdaj vidim da je v naslovu pod kontakt. Mogoče je prevelik font. :,Negative
Js sm čist preveč iskren. Skor sm sicer simpatični prodajalki reku da ji je prejšnja barva las bolj pasala,Neutral
RT @JozeBiscak: Pospravljamo podstrešje: Leto bedakov in konjev | Reporter.si http://t.co/0No3nV38y3 via @RevijaReporte,Neutral
@SLO_Super_Visor Kupnina bo šla za filanje proračunske luknje. Bomo kvečjemu malce manj revni.. @JaniMuhi,Positive
@Fitzroy1985 Tvoj odgovor potrjuje mojo zlo slutnjo: vsi ki ste okoli @ZaresGregor ste takoo zeloo naduti da je to že noro. @petrasovda,Negative
@Fitzroy1985 Tvoj odgovor potrjuje mojo zlo slutnjo: vsi ki ste okoli @ZaresGregor ste takoo zeloo naduti da je to že noro. @petrasovda,Negative
"Vsi na ulice ulice so naše!" http://t.co/lOwsL00oms http://t.co/iM7hORPAm,Positive
RT @Dnevnik_si: "Vsi na ulice ulice so naše!" http://t.co/lOwsL00oms http://t.co/iM7hORPAm,Positive
RT @crnkovic: Francozi izenačujejo DDV na spletne medije (zdaj 20%) s tistim na tiskane (21%). Edino pametno. http://t.co/wxpFHs9WO,Neutral
RT @crnkovic: Francozi izenačujejo DDV na spletne medije (zdaj 20%) s tistim na tiskane (21%). Edino pametno. http://t.co/wxpFHs9WO,Neutral
Shameless S04E01 !,Neutral
RT @Val202: dr. Franc Trček FDV: "Večina naših zasebnih visokošolskih zavodov so politični obvodi." #univerz,Neutral
@jernejrostan no morva pa upoštevat na zaprtje slovenske in rumeni pasovi so huda pizdarij,Negative
Zmeraj smo veseli zadovoljnih obrazov! https://t.co/tYxVubpOk,Positive
inspiracija dneva INTERLUEBKE garderoba S4,Neutral
@GobaFunk Samo se en korak te loci do tvitanja uslikovljenih citatov! Pazi se,Negative
RT @STA_novice: Danska bo zaprla veleposlaništvo v Slovenij,Negative
RT @JozeBiscak: Fišer pravi da so stvari v Fišergatu polresnice ali izmišljene (http://t.co/dzJywmDa1c). Zakaj potem preiskava pri @DKaloh,Negative
@johnnyn Jebeš Tetris jaz čakam na Minesweeper. :,Negative
@jelchy985 A je spraševal če imaš rada horror filme? ;) #Screa,Neutral
its deejaytime and we like it...nocoj v živo v klubu top six - se vidimo in slišimo ;) http://t.co/sCj3i70LX,Neutral
Davčna se je 'usedla' na račun Janković pa se še ne preda in pravi ... http://t.co/CE6fSChJf,Neutral
RT @JozeBiscak: @TvslV Se je.Rekli so da ne bodo komentirali ker gre pri @DKaloh za prepletanje političnega in novinarskega dela (https:/,Neutral
Gospodarstvo - Rusi namesto Slovenca postavili svojega človeka | SiOL: Uprava je odstopila zaradi različnih st... http://t.co/PDcBB1aZo,Neutral
Gospodarstvo - Rusi namesto Slovenca postavili svojega človeka | SiOL: Uprava je odstopila zaradi različnih st... http://t.co/PDcBB1aZo,Neutral
@Turinek Oku Oku ki je bil pred upokojitvijo pripadnik specialne enote ki je varovala predsednika Janeza Drnovška .. ,Neutral
Pozdravljeni kdarkoli bom le utegnil vas bom v kar se da redni temi obveščal o dnevnih vplivih planetov po... http://t.co/NuJr3MsuN,Neutral
Slovenija zamuja z načrtom za jamstva za mlade; Bruselj ga pričakuje zelo kmal,Negative
@AlesAvbelj poznaš NotateMe app? Zdaj testiram pa dobro dela,Positive
@AlesAvbelj poznaš NotateMe app? Zdaj testiram pa dobro dela,Positive
RT @STA_novice: Slovenija zamuja z načrtom za jamstva za mlade; Bruselj ga pričakuje zelo kmal,Negative
RT @STA_novice: Slovenija zamuja z načrtom za jamstva za mlade; Bruselj ga pričakuje zelo kmal,Negative
@cashkee Bravo:,Positive
RT @MatejSpehar: Taka kriza je da še za sneg nimamo. Je pač dež cenejši. Via #F,Negative
Še 6 mesecev do poletja!The time is right 4 RECREATION nad FUN★Začetek: jutri 14h★Cilj:Šmarna gora! Pridruži se nama! http://t.co/7NZG9ikY0,Neutral
V čitalnici se bojo dedki skregal za par revij in časopisov. #knjižnic,Neutral
@bitofablur @SanjaGornjec no pol pa pač čimprej :,Neutral
@MartinaKenda eh so se same zacele motiti ;) ne uporablam telefona ce vozim. Sm mal prej pizdil cez to ;,Negative
RT @FNSlo: L'Oreal zanika da svoje laboratorije za izdelovanje krem imenuje 'krematoriji',Neutral
@Mojcica83 Priporoceno nosijo tudi ob sobotah. Ti kaj posljemo? ;-) @Matino66,Positive
RT @STA_novice: Slovenija zamuja z načrtom za jamstva za mlade; Bruselj ga pričakuje zelo kmal,Negative
RT @JozeBiscak: Pospravljamo podstrešje: Leto bedakov in konjev | Reporter.si http://t.co/0No3nV38y3 via @RevijaReporte,Neutral
Grem stavit da ce bi blo tolk jamranja okol snega bi ze bil tko pa en gor uziva. Men pa tud pase ;,Positive
Druga kava danes. Tak dan je,Positive
Druga kava danes. Tak dan je,Negative
@RagnarBelial Saj ne rabim telefona ker se itak ne maram pogovarjat :,Negative
Po nastopu pred.Obame je jasno. Naš rek Tresla se je gora rodila se je mišizvrstno opisuje epilog afere #NSA #prisluškovanje #Bokotjebil,Negative
Po nastopu pred.Obame je jasno. Naš rek Tresla se je gora rodila se je mišizvrstno opisuje epilog afere #NSA #prisluškovanje #Bokotjebil,Neutral
Od daleč novi Golf od blizu kitajski Qoros. #welcome http://t.co/kYlq09KGc,Negative
Za lepši popoldan in lepši začetek vikenda preberite članek o Sončnicah in kako le te vrnejo veselje do življenja... http://t.co/dYs61aCD1,Positive
V napadu na restavracijo v Dagestanu več mrtvi,Negative
RT @JJansaSDS: Fišer: dokument ni pristen! Nato pa preiskava pri Kalohu. Nepristen vendar vseeno tajen dokument? http://t.co/Qur5lmylVZ Bu,Negative
Napis na polkilogramski posodici z arašidi: Izdelek lahko vsebuje sledi oreščkov. #noshitsherloc,Negative
RT @Dnevnik_si: Zunanje ministrstvo poklicalo Mussomelija na zagovor | Dnevnik http://t.co/5M5iMh4VV,Neutral
RT @FNSlo: Minister Jakič v Turčiji kupil zasebno lovsko letalo. "Falcon zmrzuje ta pa ima roštilj na riti" je komentiral http://t.co/Yrv,Neutral
@Gospod_profesor pozabil tebe tagat v prejsnjem tvitu da tole ne zamudis :) http://t.co/b0iylo90O,Neutral
Zanimivosti - Zaradi par tisočakov dolga s kamnom umoril Splitčanko | Dnevnik: V splitski bolnišnici je umrla ... http://t.co/DpwQLTjSU,Negative
@mlinz lažejo te ;,Negative
@roksrakar Hej ce se odpovejo vsi lahko se zmagamo,Positive
@roksrakar Hej ce se odpovejo vsi lahko se zmagamo,Positive
@GobaFunk karkoli zdaj na tole rečem bo nehote netaktno :))) #kavelj2,Neutral
Že vhod v tovarno pokrival Šešir na škofjeloškem Spodnjem trgu je če izvzamemo patino tak kot v 60. letih. Tudi... http://t.co/S3dRQFpEz,Neutral
@pengovsky Ne smeš vizualizirat pa gre :P @savicdome,Neutral
@RokSrakar kje's pa to najdu? :) @anusch,Neutral
@RokSrakar za davkoplačevalce zihe,Neutral
@Flajschman imasemožese. aja wait.. sej bojo drugi.,Neutral
Ameriški predsednik Obama za ukinitev spornega množičnega vohunjenja za Američan,Positive
@MarkoSket tu ne vidim problema. Represija je delovanje PROTI in proti PROTi je ok :)  Proti Alenkinemu izletu pa nimaš kej bit :,Neutral
Na Kanaloviziji me je Kučan prepričal da smo Slovenci enotni in da Dražgoše niso preteklost. LOL! Aktualno arhivsko gradivo pa je iz 17. s,Neutral
